card_num;amount;transaction_datetime;load_date
6011852874327870;251.7;2024-07-02 19:50:10;2024-07-02
6011852874327870;371.77;2024-07-02 19:26:10;2024-07-02
4789357154105387;235.7;2024-07-02 05:32:10;2024-07-02
4789357154105387;163.9;2024-07-02 06:46:10;2024-07-02
4789357154105387;402.15;2024-07-02 05:16:10;2024-07-02
5641011559974906;195.66;2024-07-02 18:15:10;2024-07-02
5641011559974906;439.98;2024-07-02 18:52:10;2024-07-02
5641011559974906;7.73;2024-07-02 19:06:10;2024-07-02
8305172106149538;413.18;2024-07-02 18:01:10;2024-07-02
8305172106149538;499.16;2024-07-02 17:10:10;2024-07-02
4493543305732959;418.91;2024-07-02 05:44:10;2024-07-02
4493543305732959;331.36;2024-07-02 04:21:10;2024-07-02
4493543305732959;431.9;2024-07-02 05:02:10;2024-07-02
3392498948257920;129.34;2024-07-02 13:36:10;2024-07-02
3392498948257920;24.17;2024-07-02 12:21:10;2024-07-02
3392498948257920;347.79;2024-07-02 13:34:10;2024-07-02
2623510728018027;212.38;2024-07-02 09:28:10;2024-07-02
2623510728018027;350.73;2024-07-02 09:25:10;2024-07-02
2623510728018027;22.63;2024-07-02 09:30:10;2024-07-02
1810803774518350;422.96;2024-07-02 04:32:10;2024-07-02
1810803774518350;453.76;2024-07-02 04:44:10;2024-07-02
0279120596277629;106.42;2024-07-02 18:38:10;2024-07-02
0279120596277629;278.21;2024-07-02 18:27:10;2024-07-02
0279120596277629;187.54;2024-07-02 19:30:10;2024-07-02
7737920432482210;41.49;2024-07-02 04:22:10;2024-07-02
7737920432482210;495.89;2024-07-02 04:30:10;2024-07-02
7737920432482210;85.95;2024-07-02 04:33:10;2024-07-02
9904386407769084;170.74;2024-07-02 08:36:10;2024-07-02
9904386407769084;73.84;2024-07-02 09:36:10;2024-07-02
9904386407769084;37.04;2024-07-02 09:13:10;2024-07-02
4419402511822180;54.55;2024-07-02 05:39:10;2024-07-02
4419402511822180;317.86;2024-07-02 05:00:10;2024-07-02
2965375985969425;412.18;2024-07-02 05:04:10;2024-07-02
5174302698430983;380.95;2024-07-03 01:13:10;2024-07-02
5174302698430983;425.49;2024-07-03 00:43:10;2024-07-02
5174302698430983;200.8;2024-07-02 23:57:10;2024-07-02
1473762279221588;134.41;2024-07-02 14:32:10;2024-07-02
7170326575192102;408.58;2024-07-02 19:35:10;2024-07-02
7170326575192102;153.31;2024-07-02 19:03:10;2024-07-02
7170326575192102;408.47;2024-07-02 18:31:10;2024-07-02
1082420470049417;438.71;2024-07-02 16:26:10;2024-07-02
1082420470049417;337.57;2024-07-02 17:30:10;2024-07-02
1082420470049417;487.6;2024-07-02 17:51:10;2024-07-02
7584005994682048;73.59;2024-07-02 02:24:10;2024-07-02
7584005994682048;457.44;2024-07-02 02:29:10;2024-07-02
6016266956048420;359.24;2024-07-02 10:20:10;2024-07-02
6016266956048420;83.17;2024-07-02 10:36:10;2024-07-02
8850761606238976;308.83;2024-07-02 15:20:10;2024-07-02
8850761606238976;490.25;2024-07-02 14:47:10;2024-07-02
8850761606238976;64.49;2024-07-02 14:55:10;2024-07-02
8443137001693408;214.98;2024-07-02 06:41:10;2024-07-02
1125042039240996;0.47;2024-07-02 20:37:10;2024-07-02
1125042039240996;280.19;2024-07-02 21:11:10;2024-07-02
3882273482596017;157.99;2024-07-02 11:22:10;2024-07-02
3882273482596017;104.37;2024-07-02 12:30:10;2024-07-02
3882273482596017;379.3;2024-07-02 11:28:10;2024-07-02
7477014864398899;230.0;2024-07-02 03:47:10;2024-07-02
7477014864398899;35.12;2024-07-02 02:58:10;2024-07-02
7477014864398899;240.29;2024-07-02 02:39:10;2024-07-02
1430788891265766;154.13;2024-07-02 23:27:10;2024-07-02
1430788891265766;32.85;2024-07-02 23:37:10;2024-07-02
1430788891265766;365.59;2024-07-02 23:46:10;2024-07-02
8846714079290799;11.06;2024-07-02 18:27:10;2024-07-02
8846714079290799;56.59;2024-07-02 19:01:10;2024-07-02
6934578893957304;386.91;2024-07-02 14:59:10;2024-07-02
6934578893957304;79.96;2024-07-02 14:12:10;2024-07-02
6934578893957304;285.22;2024-07-02 15:41:10;2024-07-02
4643501758399928;453.38;2024-07-02 23:30:10;2024-07-02
4643501758399928;239.01;2024-07-02 23:25:10;2024-07-02
4643501758399928;276.75;2024-07-03 00:26:10;2024-07-02
2488382584081609;412.36;2024-07-02 10:10:10;2024-07-02
2488382584081609;217.97;2024-07-02 11:50:10;2024-07-02
2488382584081609;177.11;2024-07-02 10:57:10;2024-07-02
9014415361337993;368.64;2024-07-02 10:25:10;2024-07-02
9330108043442029;352.98;2024-07-02 11:30:10;2024-07-02
8999050165279683;69.99;2024-07-02 03:57:10;2024-07-02
8999050165279683;305.07;2024-07-02 02:58:10;2024-07-02
8270016704618172;59.7;2024-07-02 21:27:10;2024-07-02
8270016704618172;393.42;2024-07-02 20:42:10;2024-07-02
8270016704618172;116.4;2024-07-02 21:11:10;2024-07-02
0243084951118144;124.68;2024-07-02 22:06:10;2024-07-02
0243084951118144;333.42;2024-07-02 22:51:10;2024-07-02
5260437446737393;417.79;2024-07-02 05:26:10;2024-07-02
5260437446737393;324.36;2024-07-02 05:38:10;2024-07-02
5260437446737393;432.07;2024-07-02 06:17:10;2024-07-02
1676782995754703;130.76;2024-07-02 12:46:10;2024-07-02
4107962517966648;350.53;2024-07-02 14:24:10;2024-07-02
4107962517966648;218.98;2024-07-02 13:59:10;2024-07-02
4107962517966648;204.87;2024-07-02 15:48:10;2024-07-02
9570996256636145;292.32;2024-07-02 01:57:10;2024-07-02
3731581170328691;453.95;2024-07-02 19:40:10;2024-07-02
3731581170328691;109.05;2024-07-02 18:58:10;2024-07-02
6625646753572801;190.87;2024-07-02 09:00:10;2024-07-02
6625646753572801;111.36;2024-07-02 08:45:10;2024-07-02
6625646753572801;296.49;2024-07-02 09:26:10;2024-07-02
5750606592181358;273.07;2024-07-02 15:00:10;2024-07-02
5750606592181358;246.82;2024-07-02 15:57:10;2024-07-02
5750606592181358;310.01;2024-07-02 16:41:10;2024-07-02
5412680340662691;68.54;2024-07-03 14:32:10;2024-07-03
5412680340662691;238.92;2024-07-03 15:42:10;2024-07-03
5347541369582254;333.16;2024-07-03 23:10:10;2024-07-03
7451741491313274;150.77;2024-07-03 09:38:10;2024-07-03
0918144957088937;44.88;2024-07-03 06:51:10;2024-07-03
8696536604056247;236.97;2024-07-03 10:15:10;2024-07-03
8696536604056247;329.34;2024-07-03 09:28:10;2024-07-03
8696536604056247;46.0;2024-07-03 08:44:10;2024-07-03
8761530967674884;274.11;2024-07-03 16:53:10;2024-07-03
2608336532447792;386.86;2024-07-04 00:40:10;2024-07-03
5755026133178367;164.95;2024-07-03 16:19:10;2024-07-03
4059841083184240;376.67;2024-07-03 16:24:10;2024-07-03
4059841083184240;368.93;2024-07-03 16:22:10;2024-07-03
4059841083184240;470.98;2024-07-03 15:53:10;2024-07-03
2208340598622859;203.49;2024-07-03 08:29:10;2024-07-03
0684564444273457;412.8;2024-07-03 05:08:10;2024-07-03
7495597846622278;128.76;2024-07-03 04:00:10;2024-07-03
1787582198110005;452.03;2024-07-03 09:31:10;2024-07-03
0175732057283002;449.33;2024-07-03 02:00:10;2024-07-03
0175732057283002;302.56;2024-07-03 01:11:10;2024-07-03
0175732057283002;206.03;2024-07-03 02:19:10;2024-07-03
8187298159787431;241.86;2024-07-03 20:42:10;2024-07-03
8187298159787431;286.6;2024-07-03 19:58:10;2024-07-03
8187298159787431;331.71;2024-07-03 19:55:10;2024-07-03
9269459768054088;388.23;2024-07-03 03:18:10;2024-07-03
9269459768054088;446.99;2024-07-03 03:17:10;2024-07-03
6153770885849361;244.59;2024-07-03 06:15:10;2024-07-03
1092323820079341;446.47;2024-07-03 15:04:10;2024-07-03
1092323820079341;497.77;2024-07-03 15:01:10;2024-07-03
1092323820079341;135.73;2024-07-03 15:21:10;2024-07-03
7470300441126411;207.06;2024-07-03 19:15:10;2024-07-03
8049024998127528;371.12;2024-07-03 21:45:10;2024-07-03
8049024998127528;263.87;2024-07-03 20:11:10;2024-07-03
8049024998127528;95.49;2024-07-03 20:36:10;2024-07-03
5680472932957092;469.02;2024-07-03 16:07:10;2024-07-03
5680472932957092;32.85;2024-07-03 15:04:10;2024-07-03
5767558231003221;119.42;2024-07-03 23:28:10;2024-07-03
5767558231003221;415.97;2024-07-03 22:16:10;2024-07-03
5599941564482076;181.98;2024-07-03 09:12:10;2024-07-03
5599941564482076;179.14;2024-07-03 09:02:10;2024-07-03
5599941564482076;438.32;2024-07-03 10:08:10;2024-07-03
2670253493829042;3.92;2024-07-03 13:53:10;2024-07-03
2234657781785609;422.31;2024-07-03 17:48:10;2024-07-03
2234657781785609;390.98;2024-07-03 17:16:10;2024-07-03
2234657781785609;396.15;2024-07-03 16:55:10;2024-07-03
9375895884995936;2.72;2024-07-03 07:19:10;2024-07-03
9375895884995936;341.65;2024-07-03 07:52:10;2024-07-03
9375895884995936;331.82;2024-07-03 07:22:10;2024-07-03
2048123984067888;185.45;2024-07-03 05:17:10;2024-07-03
2048123984067888;116.49;2024-07-03 05:22:10;2024-07-03
2048123984067888;169.28;2024-07-03 05:16:10;2024-07-03
6259288248253433;347.5;2024-07-03 18:16:10;2024-07-03
6259288248253433;348.92;2024-07-03 16:40:10;2024-07-03
6259288248253433;46.62;2024-07-03 17:13:10;2024-07-03
5650069821348375;489.9;2024-07-03 05:56:10;2024-07-03
5512750862035801;424.24;2024-07-03 17:07:10;2024-07-03
5512750862035801;110.53;2024-07-03 17:56:10;2024-07-03
5512750862035801;357.19;2024-07-03 18:28:10;2024-07-03
3081102219270737;379.03;2024-07-03 19:36:10;2024-07-03
9830226100627221;30.97;2024-07-03 12:42:10;2024-07-03
9830226100627221;366.58;2024-07-03 14:25:10;2024-07-03
2849001450361902;169.44;2024-07-03 10:34:10;2024-07-03
9730516629834128;295.42;2024-07-03 14:20:10;2024-07-03
9730516629834128;260.39;2024-07-03 14:32:10;2024-07-03
8132298813726651;373.84;2024-07-03 18:56:10;2024-07-03
8132298813726651;253.45;2024-07-03 18:41:10;2024-07-03
6026626627092901;342.65;2024-07-03 12:13:10;2024-07-03
6026626627092901;446.51;2024-07-03 11:00:10;2024-07-03
6026626627092901;284.9;2024-07-03 10:23:10;2024-07-03
7004740038262734;12.38;2024-07-03 03:10:10;2024-07-03
2713926986294341;481.0;2024-07-03 03:20:10;2024-07-03
2713926986294341;209.61;2024-07-03 04:42:10;2024-07-03
2713926986294341;451.04;2024-07-03 03:02:10;2024-07-03
2425676441825821;110.9;2024-07-03 06:02:10;2024-07-03
2425676441825821;218.03;2024-07-03 06:11:10;2024-07-03
7189622441580089;466.51;2024-07-03 15:15:10;2024-07-03
2936546430613434;135.49;2024-07-03 05:23:10;2024-07-03
0125281252038246;214.92;2024-07-03 16:47:10;2024-07-03
0125281252038246;84.4;2024-07-03 17:39:10;2024-07-03
2270274427116972;473.86;2024-07-03 20:35:10;2024-07-03
3412322362462610;460.8;2024-07-03 10:39:10;2024-07-03
1622931377837012;124.13;2024-07-03 10:33:10;2024-07-03
7035815418146674;354.64;2024-07-03 18:56:10;2024-07-03
7035815418146674;70.66;2024-07-03 17:32:10;2024-07-03
9677844936269324;190.7;2024-07-03 04:08:10;2024-07-03
9677844936269324;198.27;2024-07-03 04:13:10;2024-07-03
9677844936269324;267.8;2024-07-03 02:57:10;2024-07-03
8090409014519853;220.26;2024-07-03 01:43:10;2024-07-03
8090409014519853;82.75;2024-07-03 02:32:10;2024-07-03
8090409014519853;6.74;2024-07-03 03:17:10;2024-07-03
9755391245294895;408.55;2024-07-03 14:27:10;2024-07-03
9755391245294895;467.87;2024-07-03 13:41:10;2024-07-03
9755391245294895;437.96;2024-07-03 14:20:10;2024-07-03
3482039982060217;129.0;2024-07-03 10:04:10;2024-07-03
3482039982060217;289.56;2024-07-03 10:29:10;2024-07-03
1564100431767417;127.25;2024-07-03 11:31:10;2024-07-03
1564100431767417;301.95;2024-07-03 12:35:10;2024-07-03
9576838153615486;257.6;2024-07-03 00:37:10;2024-07-03
9576838153615486;10.61;2024-07-03 02:06:10;2024-07-03
1974722686433052;5.67;2024-07-03 11:05:10;2024-07-03
1974722686433052;490.57;2024-07-03 10:25:10;2024-07-03
7535728789002175;455.6;2024-07-03 08:39:10;2024-07-03
7535728789002175;97.87;2024-07-03 09:22:10;2024-07-03
7535728789002175;467.01;2024-07-03 08:02:10;2024-07-03
9071936397128923;134.2;2024-07-03 23:51:10;2024-07-03
9071936397128923;199.77;2024-07-03 22:59:10;2024-07-03
9071936397128923;376.03;2024-07-04 00:08:10;2024-07-03
4941127248935683;387.52;2024-07-03 16:46:10;2024-07-03
7911065604718882;446.01;2024-07-03 22:54:10;2024-07-03
7911065604718882;494.96;2024-07-03 21:56:10;2024-07-03
7911065604718882;264.92;2024-07-03 21:16:10;2024-07-03
9517547954075748;434.74;2024-07-03 09:33:10;2024-07-03
7675245722556244;391.92;2024-07-03 20:03:10;2024-07-03
7675245722556244;46.82;2024-07-03 19:37:10;2024-07-03
8381878990552959;349.37;2024-07-03 23:33:10;2024-07-03
8381878990552959;214.3;2024-07-04 01:19:10;2024-07-03
8381878990552959;447.76;2024-07-04 00:24:10;2024-07-03
5898023400813564;300.05;2024-07-03 09:55:10;2024-07-03
5898023400813564;470.7;2024-07-03 11:04:10;2024-07-03
5867966028281861;377.83;2024-07-03 11:01:10;2024-07-03
5867966028281861;147.48;2024-07-03 10:43:10;2024-07-03
5867966028281861;314.6;2024-07-03 09:48:10;2024-07-03
1722355519754131;55.33;2024-07-03 04:05:10;2024-07-03
1722355519754131;102.11;2024-07-03 03:05:10;2024-07-03
1722355519754131;140.7;2024-07-03 04:26:10;2024-07-03
8948865885412068;376.8;2024-07-03 18:45:10;2024-07-03
8948865885412068;240.95;2024-07-03 19:04:10;2024-07-03
8948865885412068;110.22;2024-07-03 17:58:10;2024-07-03
7301739075572394;363.36;2024-07-03 07:57:10;2024-07-03
7301739075572394;378.29;2024-07-03 06:24:10;2024-07-03
7301739075572394;132.2;2024-07-03 06:28:10;2024-07-03
8745606694647728;494.33;2024-07-03 18:04:10;2024-07-03
8745606694647728;379.25;2024-07-03 18:05:10;2024-07-03
4779123430718414;241.2;2024-07-03 18:12:10;2024-07-03
4779123430718414;411.62;2024-07-03 18:25:10;2024-07-03
8133878447457167;392.47;2024-07-03 13:10:10;2024-07-03
8133878447457167;377.54;2024-07-03 13:41:10;2024-07-03
8133878447457167;76.72;2024-07-03 13:04:10;2024-07-03
1019117494307420;434.28;2024-07-03 19:53:10;2024-07-03
1019117494307420;95.84;2024-07-03 18:34:10;2024-07-03
1019117494307420;2.55;2024-07-03 18:44:10;2024-07-03
3554357711657107;136.52;2024-07-03 17:50:10;2024-07-03
9402858899152997;221.72;2024-07-03 23:02:10;2024-07-03
9402858899152997;251.16;2024-07-03 22:44:10;2024-07-03
9402858899152997;450.49;2024-07-03 22:28:10;2024-07-03
8152714313287454;229.26;2024-07-03 22:10:10;2024-07-03
8152714313287454;475.58;2024-07-03 21:11:10;2024-07-03
8152714313287454;158.18;2024-07-03 21:55:10;2024-07-03
8023128728045152;336.07;2024-07-04 00:37:10;2024-07-03
8023128728045152;238.58;2024-07-04 00:47:10;2024-07-03
8023128728045152;69.38;2024-07-04 00:32:10;2024-07-03
7931839946369442;93.29;2024-07-03 19:14:10;2024-07-03
7931839946369442;58.65;2024-07-03 18:51:10;2024-07-03
7576821025571157;306.42;2024-07-04 00:07:10;2024-07-03
7576821025571157;162.92;2024-07-04 00:27:10;2024-07-03
7576821025571157;302.92;2024-07-03 23:17:10;2024-07-03
2481641899326019;464.45;2024-07-03 17:26:10;2024-07-03
2558994374769154;239.77;2024-07-03 17:50:10;2024-07-03
9994545403706480;245.08;2024-07-03 07:27:10;2024-07-03
9994545403706480;468.75;2024-07-03 07:36:10;2024-07-03
9994545403706480;470.93;2024-07-03 07:47:10;2024-07-03
0388370141272570;35.71;2024-07-03 18:15:10;2024-07-03
0388370141272570;398.99;2024-07-03 16:49:10;2024-07-03
5783133567577364;403.38;2024-07-03 10:47:10;2024-07-03
5783133567577364;409.09;2024-07-03 10:39:10;2024-07-03
7324980373766754;53.65;2024-07-03 18:09:10;2024-07-03
7324980373766754;424.37;2024-07-03 17:49:10;2024-07-03
6708529145912861;295.45;2024-07-03 04:34:10;2024-07-03
6708529145912861;359.13;2024-07-03 05:03:10;2024-07-03
6708529145912861;487.46;2024-07-03 03:46:10;2024-07-03
5884467942466610;51.3;2024-07-03 04:09:10;2024-07-03
5775807168542620;160.17;2024-07-03 00:48:10;2024-07-03
5775807168542620;236.51;2024-07-03 00:24:10;2024-07-03
5775807168542620;123.18;2024-07-03 02:07:10;2024-07-03
8865092710947503;260.25;2024-07-03 04:06:10;2024-07-03
8865092710947503;111.58;2024-07-03 04:02:10;2024-07-03
7268820086921031;341.27;2024-07-03 12:50:10;2024-07-03
7268820086921031;194.08;2024-07-03 12:59:10;2024-07-03
2401998816206935;432.27;2024-07-03 01:04:10;2024-07-03
2401998816206935;273.59;2024-07-03 01:44:10;2024-07-03
2401998816206935;138.24;2024-07-03 01:59:10;2024-07-03
7573126876525063;473.23;2024-07-03 15:41:10;2024-07-03
7573126876525063;228.66;2024-07-03 14:57:10;2024-07-03
3615384546928446;69.17;2024-07-03 12:45:10;2024-07-03
3615384546928446;344.73;2024-07-03 12:43:10;2024-07-03
3615384546928446;126.09;2024-07-03 12:18:10;2024-07-03
3240622615753756;450.23;2024-07-03 21:24:10;2024-07-03
3240622615753756;122.14;2024-07-03 23:06:10;2024-07-03
5526521863771283;33.93;2024-07-03 21:19:10;2024-07-03
5526521863771283;371.47;2024-07-03 21:54:10;2024-07-03
3941484959116159;88.3;2024-07-03 04:58:10;2024-07-03
6901487786615356;455.5;2024-07-03 07:25:10;2024-07-03
2790844076813185;61.15;2024-07-03 22:36:10;2024-07-03
2790844076813185;452.13;2024-07-03 22:36:10;2024-07-03
2790844076813185;53.07;2024-07-03 22:43:10;2024-07-03
0991803571084949;31.75;2024-07-03 07:57:10;2024-07-03
5195001043283442;252.85;2024-07-03 15:20:10;2024-07-03
6821789333321774;323.57;2024-07-03 08:16:10;2024-07-03
6821789333321774;0.16;2024-07-03 08:48:10;2024-07-03
8840673175813853;414.8;2024-07-03 10:15:10;2024-07-03
8840673175813853;88.0;2024-07-03 11:03:10;2024-07-03
8840673175813853;191.21;2024-07-03 10:19:10;2024-07-03
1404187652920501;350.56;2024-07-03 01:23:10;2024-07-03
6494659675179887;265.51;2024-07-03 05:13:10;2024-07-03
8180324171578803;336.27;2024-07-03 13:10:10;2024-07-03
8180324171578803;87.61;2024-07-03 13:55:10;2024-07-03
8180324171578803;387.89;2024-07-03 14:03:10;2024-07-03
0933049824100346;468.43;2024-07-03 23:58:10;2024-07-03
0933049824100346;451.62;2024-07-03 23:09:10;2024-07-03
4931827627353624;247.03;2024-07-03 11:04:10;2024-07-03
4931827627353624;202.44;2024-07-03 12:03:10;2024-07-03
9972646810557007;132.42;2024-07-03 13:43:10;2024-07-03
3594842564877324;227.96;2024-07-03 05:44:10;2024-07-03
2884503465516986;176.42;2024-07-03 16:05:10;2024-07-03
9688033046316856;121.46;2024-07-03 10:41:10;2024-07-03
9688033046316856;304.36;2024-07-03 10:37:10;2024-07-03
9203162463112824;225.25;2024-07-03 10:31:10;2024-07-03
5044631884288552;226.79;2024-07-03 22:07:10;2024-07-03
5044631884288552;220.02;2024-07-03 22:20:10;2024-07-03
9341362923711442;322.43;2024-07-03 04:00:10;2024-07-03
9341362923711442;341.95;2024-07-03 02:34:10;2024-07-03
9341362923711442;225.85;2024-07-03 03:30:10;2024-07-03
0645027431311590;17.74;2024-07-03 13:33:10;2024-07-03
0645027431311590;288.52;2024-07-03 14:41:10;2024-07-03
0645027431311590;389.79;2024-07-03 14:09:10;2024-07-03
1429293347220187;275.13;2024-07-03 06:41:10;2024-07-03
8778027461883983;179.26;2024-07-03 04:53:10;2024-07-03
8778027461883983;238.59;2024-07-03 06:36:10;2024-07-03
8778027461883983;292.42;2024-07-03 06:32:10;2024-07-03
9901247170285009;454.96;2024-07-03 04:18:10;2024-07-03
9901247170285009;489.38;2024-07-03 04:07:10;2024-07-03
1877835738191079;76.81;2024-07-03 23:39:10;2024-07-03
8366373323895876;414.58;2024-07-03 10:54:10;2024-07-03
2250015912805147;250.37;2024-07-03 12:52:10;2024-07-03
5985484011216426;355.87;2024-07-03 04:56:10;2024-07-03
1779698049436365;391.41;2024-07-04 01:06:10;2024-07-03
6593805772159770;429.75;2024-07-03 02:37:10;2024-07-03
4322829543026415;392.46;2024-07-03 18:22:10;2024-07-03
4322829543026415;110.21;2024-07-03 18:04:10;2024-07-03
4322829543026415;55.93;2024-07-03 19:08:10;2024-07-03
5851303379486714;450.09;2024-07-03 10:08:10;2024-07-03
9323781824459838;233.54;2024-07-03 08:16:10;2024-07-03
9323781824459838;406.06;2024-07-03 07:47:10;2024-07-03
2902322428012158;486.79;2024-07-03 12:26:10;2024-07-03
3532615128997186;137.33;2024-07-03 12:12:10;2024-07-03
3532615128997186;55.52;2024-07-03 12:39:10;2024-07-03
3532615128997186;380.91;2024-07-03 12:56:10;2024-07-03
9930445775703698;21.11;2024-07-03 00:41:10;2024-07-03
9930445775703698;56.63;2024-07-03 02:11:10;2024-07-03
2790822010054193;219.72;2024-07-03 12:47:10;2024-07-03
2790822010054193;32.51;2024-07-03 12:56:10;2024-07-03
5026854517510887;162.6;2024-07-03 07:14:10;2024-07-03
7733726457015796;13.41;2024-07-03 18:25:10;2024-07-03
7733726457015796;220.61;2024-07-03 19:10:10;2024-07-03
0439626688727899;287.94;2024-07-03 07:47:10;2024-07-03
4179588902155137;483.85;2024-07-03 06:19:10;2024-07-03
4179588902155137;360.11;2024-07-03 06:08:10;2024-07-03
4179588902155137;235.23;2024-07-03 07:47:10;2024-07-03
5213726024323347;375.84;2024-07-03 04:00:10;2024-07-03
4904028639197215;409.13;2024-07-03 04:27:10;2024-07-03
4904028639197215;259.62;2024-07-03 03:58:10;2024-07-03
4904028639197215;211.97;2024-07-03 05:28:10;2024-07-03
8437263174523148;80.47;2024-07-03 11:29:10;2024-07-03
8437263174523148;488.92;2024-07-03 11:30:10;2024-07-03
6581372962261589;7.04;2024-07-03 18:19:10;2024-07-03
6581372962261589;37.72;2024-07-03 17:26:10;2024-07-03
3430345321195880;288.6;2024-07-03 10:57:10;2024-07-03
3430345321195880;55.97;2024-07-03 12:08:10;2024-07-03
3430345321195880;389.02;2024-07-03 11:12:10;2024-07-03
9301001259621394;95.4;2024-07-03 18:27:10;2024-07-03
9301001259621394;313.27;2024-07-03 18:10:10;2024-07-03
3778834976670750;411.62;2024-07-03 02:08:10;2024-07-03
2455252963360840;164.72;2024-07-03 20:57:10;2024-07-03
2455252963360840;13.8;2024-07-03 20:20:10;2024-07-03
2455252963360840;114.48;2024-07-03 21:22:10;2024-07-03
2654125356602501;398.02;2024-07-03 20:48:10;2024-07-03
2654125356602501;338.43;2024-07-03 20:41:10;2024-07-03
5666996464709087;192.83;2024-07-03 10:21:10;2024-07-03
5666996464709087;172.52;2024-07-03 08:59:10;2024-07-03
9905829554368765;341.82;2024-07-03 16:10:10;2024-07-03
9905829554368765;84.97;2024-07-03 17:31:10;2024-07-03
0211205872745736;450.98;2024-07-03 22:57:10;2024-07-03
0211205872745736;374.25;2024-07-03 21:58:10;2024-07-03
0211205872745736;291.02;2024-07-03 22:33:10;2024-07-03
0798820739030416;305.96;2024-07-03 14:19:10;2024-07-03
0798820739030416;332.38;2024-07-03 14:05:10;2024-07-03
0798820739030416;403.04;2024-07-03 13:22:10;2024-07-03
8015636556900249;217.35;2024-07-03 08:14:10;2024-07-03
8015636556900249;400.02;2024-07-03 08:55:10;2024-07-03
8015636556900249;22.75;2024-07-03 09:02:10;2024-07-03
3853050059808449;386.01;2024-07-03 08:10:10;2024-07-03
3853050059808449;245.5;2024-07-03 09:07:10;2024-07-03
3853050059808449;23.14;2024-07-03 08:40:10;2024-07-03
4339380780090628;303.32;2024-07-03 10:28:10;2024-07-03
4339380780090628;89.14;2024-07-03 10:28:10;2024-07-03
4339380780090628;452.42;2024-07-03 11:36:10;2024-07-03
1591237423175586;366.35;2024-07-03 15:58:10;2024-07-03
1591237423175586;274.91;2024-07-03 14:31:10;2024-07-03
1591237423175586;310.25;2024-07-03 15:38:10;2024-07-03
7854540024290379;129.12;2024-07-03 11:13:10;2024-07-03
2037084903022127;373.73;2024-07-03 22:21:10;2024-07-03
2037084903022127;330.94;2024-07-03 22:58:10;2024-07-03
2037084903022127;134.6;2024-07-03 23:34:10;2024-07-03
4871145914788634;162.9;2024-07-03 08:20:10;2024-07-03
0806687347423670;464.86;2024-07-03 06:39:10;2024-07-03
0806687347423670;218.02;2024-07-03 05:13:10;2024-07-03
0806687347423670;234.53;2024-07-03 06:38:10;2024-07-03
6985422951203831;485.48;2024-07-03 08:10:10;2024-07-03
0337185599112297;307.34;2024-07-03 07:47:10;2024-07-03
0337185599112297;244.45;2024-07-03 06:45:10;2024-07-03
0337185599112297;223.97;2024-07-03 06:38:10;2024-07-03
9413191997679327;424.49;2024-07-03 17:50:10;2024-07-03
9413191997679327;269.8;2024-07-03 18:10:10;2024-07-03
8651040295647606;41.16;2024-07-03 17:52:10;2024-07-03
8651040295647606;437.84;2024-07-03 18:18:10;2024-07-03
2557816720990500;56.51;2024-07-03 06:20:10;2024-07-03
2557816720990500;89.08;2024-07-03 06:12:10;2024-07-03
2557816720990500;247.96;2024-07-03 06:21:10;2024-07-03
1271869202044011;357.4;2024-07-03 04:43:10;2024-07-03
3995580073384574;59.22;2024-07-03 14:45:10;2024-07-03
8091001540919617;333.88;2024-07-03 13:42:10;2024-07-03
8091001540919617;191.12;2024-07-03 14:40:10;2024-07-03
8091001540919617;388.8;2024-07-03 14:34:10;2024-07-03
5796667185242279;244.62;2024-07-03 12:19:10;2024-07-03
5796667185242279;49.51;2024-07-03 12:14:10;2024-07-03
8741748523088482;82.01;2024-07-03 20:55:10;2024-07-03
3097591587844230;149.1;2024-07-03 18:33:10;2024-07-03
3097591587844230;440.11;2024-07-03 19:48:10;2024-07-03
3097591587844230;489.76;2024-07-03 18:48:10;2024-07-03
0479290157780881;359.3;2024-07-03 03:39:10;2024-07-03
0479290157780881;71.54;2024-07-03 02:52:10;2024-07-03
0354835859342719;432.23;2024-07-03 21:26:10;2024-07-03
0354835859342719;39.44;2024-07-03 21:46:10;2024-07-03
0354835859342719;482.2;2024-07-03 21:48:10;2024-07-03
1682913930157566;144.47;2024-07-03 22:46:10;2024-07-03
1682913930157566;245.55;2024-07-03 23:15:10;2024-07-03
1682913930157566;94.13;2024-07-03 23:07:10;2024-07-03
0005214270240514;198.81;2024-07-03 14:42:10;2024-07-03
0005214270240514;488.62;2024-07-03 15:07:10;2024-07-03
0005214270240514;326.77;2024-07-03 13:59:10;2024-07-03
6182117690130865;38.71;2024-07-03 13:57:10;2024-07-03
5997817070725547;409.2;2024-07-03 21:15:10;2024-07-03
8828307883691330;158.01;2024-07-03 22:27:10;2024-07-03
8280392996734287;374.44;2024-07-03 19:36:10;2024-07-03
8280392996734287;224.76;2024-07-03 19:44:10;2024-07-03
1725589052179163;430.95;2024-07-03 08:47:10;2024-07-03
1725589052179163;167.63;2024-07-03 10:28:10;2024-07-03
1725589052179163;401.4;2024-07-03 09:12:10;2024-07-03
5040624031068631;200.88;2024-07-03 22:26:10;2024-07-03
3444464937350149;38.35;2024-07-03 03:15:10;2024-07-03
6359839925102589;74.93;2024-07-03 20:38:10;2024-07-03
6359839925102589;197.22;2024-07-03 20:25:10;2024-07-03
6359839925102589;180.67;2024-07-03 20:39:10;2024-07-03
